date,rule,hmm
2016-05-26,🌊 震荡市,🌊 震荡市
2016-05-27,🌊 震荡市,🌊 震荡市
2016-05-30,🌊 震荡市,🌊 震荡市
2016-05-31,🌊 震荡市,🌊 震荡市
2016-06-01,🌊 震荡市,🌊 震荡市
2016-06-02,🌊 震荡市,🌊 震荡市
2016-06-03,🌊 震荡市,🌊 震荡市
2016-06-06,🌊 震荡市,🌊 震荡市
2016-06-07,🌊 震荡市,🌊 震荡市
2016-06-08,🌊 震荡市,🌊 震荡市
2016-06-13,🌊 震荡市,🌊 震荡市
2016-06-14,🌊 震荡市,🌊 震荡市
2016-06-15,🌊 震荡市,🌊 震荡市
2016-06-16,🌊 震荡市,🌊 震荡市
2016-06-17,🌊 震荡市,🌊 震荡市
2016-06-20,🌊 震荡市,🌊 震荡市
2016-06-21,🌊 震荡市,🌊 震荡市
2016-06-22,🌊 震荡市,🌊 震荡市
2016-06-23,🌊 震荡市,🌊 震荡市
2016-06-24,🌊 震荡市,🌊 震荡市
2016-06-27,🌊 震荡市,🌊 震荡市
2016-06-28,🌊 震荡市,🌊 震荡市
2016-06-29,🌊 震荡市,🌊 震荡市
2016-06-30,🌊 震荡市,🌊 震荡市
2016-07-01,🌊 震荡市,🌊 震荡市
2016-07-04,🌊 震荡市,🐂 牛市
2016-07-05,🌊 震荡市,🐂 牛市
2016-07-06,🌊 震荡市,🐂 牛市
2016-07-07,🌊 震荡市,🐂 牛市
2016-07-08,🌊 震荡市,🐂 牛市
2016-07-11,🌊 震荡市,🐂 牛市
2016-07-12,🌊 震荡市,🐂 牛市
2016-07-13,🐂 牛市,🐂 牛市
2016-07-14,🌊 震荡市,🐂 牛市
2016-07-15,🌊 震荡市,🐂 牛市
2016-07-18,🌊 震荡市,🐂 牛市
2016-07-19,🌊 震荡市,🐂 牛市
2016-07-20,🌊 震荡市,🐂 牛市
2016-07-21,🌊 震荡市,🐂 牛市
2016-07-22,🌊 震荡市,🐂 牛市
2016-07-25,🌊 震荡市,🐂 牛市
2016-07-26,🌊 震荡市,🐂 牛市
2016-07-27,🌊 震荡市,🐂 牛市
2016-07-28,🌊 震荡市,🐂 牛市
2016-07-29,🌊 震荡市,🌊 震荡市
2016-08-01,🌊 震荡市,🌊 震荡市
2016-08-02,🌊 震荡市,🌊 震荡市
2016-08-03,🌊 震荡市,🌊 震荡市
2016-08-04,🌊 震荡市,🌊 震荡市
2016-08-05,🌊 震荡市,🌊 震荡市
2016-08-08,🌊 震荡市,🐂 牛市
2016-08-09,🌊 震荡市,🐂 牛市
2016-08-10,🌊 震荡市,🐂 牛市
2016-08-11,🌊 震荡市,🐂 牛市
2016-08-12,🌊 震荡市,🐂 牛市
2016-08-15,🐂 牛市,🐂 牛市
2016-08-16,🐂 牛市,🐂 牛市
2016-08-17,🐂 牛市,🐂 牛市
2016-08-18,🌊 震荡市,🐂 牛市
2016-08-19,🌊 震荡市,🐂 牛市
2016-08-22,🌊 震荡市,🐂 牛市
2016-08-23,🌊 震荡市,🐂 牛市
2016-08-24,🌊 震荡市,🐂 牛市
2016-08-25,🌊 震荡市,🐂 牛市
2016-08-26,🌊 震荡市,🐂 牛市
2016-08-29,🌊 震荡市,🐂 牛市
2016-08-30,🌊 震荡市,🐂 牛市
2016-08-31,🌊 震荡市,🐂 牛市
2016-09-01,🌊 震荡市,🐂 牛市
2016-09-02,🌊 震荡市,🐂 牛市
2016-09-05,🌊 震荡市,🐂 牛市
2016-09-06,🌊 震荡市,🐂 牛市
2016-09-07,🌊 震荡市,🐂 牛市
2016-09-08,🌊 震荡市,🐂 牛市
2016-09-09,🌊 震荡市,🌊 震荡市
2016-09-12,🌊 震荡市,🌊 震荡市
2016-09-13,🌊 震荡市,🌊 震荡市
2016-09-14,🌊 震荡市,🌊 震荡市
2016-09-19,🌊 震荡市,🌊 震荡市
2016-09-20,🌊 震荡市,🌊 震荡市
2016-09-21,🌊 震荡市,🌊 震荡市
2016-09-22,🌊 震荡市,🌊 震荡市
2016-09-23,🌊 震荡市,🌊 震荡市
2016-09-26,🌊 震荡市,🌊 震荡市
2016-09-27,🌊 震荡市,🌊 震荡市
2016-09-28,🌊 震荡市,🌊 震荡市
2016-09-29,🌊 震荡市,🌊 震荡市
2016-09-30,🌊 震荡市,🌊 震荡市
2016-10-10,🌊 震荡市,🌊 震荡市
2016-10-11,🌊 震荡市,🌊 震荡市
2016-10-12,🌊 震荡市,🌊 震荡市
2016-10-13,🌊 震荡市,🌊 震荡市
2016-10-14,🌊 震荡市,🌊 震荡市
2016-10-17,🌊 震荡市,🌊 震荡市
2016-10-18,🌊 震荡市,🌊 震荡市
2016-10-19,🌊 震荡市,🌊 震荡市
2016-10-20,🌊 震荡市,🌊 震荡市
2016-10-21,🌊 震荡市,🌊 震荡市
2016-10-24,🌊 震荡市,🐂 牛市
2016-10-25,🌊 震荡市,🐂 牛市
2016-10-26,🌊 震荡市,🐂 牛市
2016-10-27,🌊 震荡市,🐂 牛市
2016-10-28,🌊 震荡市,🌊 震荡市
2016-10-31,🌊 震荡市,🌊 震荡市
2016-11-01,🌊 震荡市,🐂 牛市
2016-11-02,🌊 震荡市,🌊 震荡市
2016-11-03,🌊 震荡市,🐂 牛市
2016-11-04,🌊 震荡市,🐂 牛市
2016-11-07,🌊 震荡市,🐂 牛市
2016-11-08,🌊 震荡市,🐂 牛市
2016-11-09,🌊 震荡市,🌊 震荡市
2016-11-10,🌊 震荡市,🐂 牛市
2016-11-11,🌊 震荡市,🐂 牛市
2016-11-14,🌊 震荡市,🐂 牛市
2016-11-15,🌊 震荡市,🐂 牛市
2016-11-16,🌊 震荡市,🐂 牛市
2016-11-17,🌊 震荡市,🐂 牛市
2016-11-18,🌊 震荡市,🐂 牛市
2016-11-21,🌊 震荡市,🐂 牛市
2016-11-22,🐂 牛市,🐂 牛市
2016-11-23,🌊 震荡市,🐂 牛市
2016-11-24,🌊 震荡市,🐂 牛市
2016-11-25,🐂 牛市,🐂 牛市
2016-11-28,🐂 牛市,🐂 牛市
2016-11-29,🐂 牛市,🐂 牛市
2016-11-30,🌊 震荡市,🐂 牛市
2016-12-01,🐂 牛市,🐂 牛市
2016-12-02,🌊 震荡市,🐂 牛市
2016-12-05,🌊 震荡市,🐂 牛市
2016-12-06,🌊 震荡市,🐂 牛市
2016-12-07,🌊 震荡市,🐂 牛市
2016-12-08,🌊 震荡市,🐂 牛市
2016-12-09,🌊 震荡市,🐂 牛市
2016-12-12,🌊 震荡市,🌊 震荡市
2016-12-13,🌊 震荡市,🌊 震荡市
2016-12-14,🌊 震荡市,🌊 震荡市
2016-12-15,🌊 震荡市,🌊 震荡市
2016-12-16,🌊 震荡市,🌊 震荡市
2016-12-19,🌊 震荡市,🌊 震荡市
2016-12-20,🌊 震荡市,🌊 震荡市
2016-12-21,🌊 震荡市,🌊 震荡市
2016-12-22,🌊 震荡市,🌊 震荡市
2016-12-23,🌊 震荡市,🌊 震荡市
2016-12-26,🌊 震荡市,🌊 震荡市
2016-12-27,🌊 震荡市,🌊 震荡市
2016-12-28,🌊 震荡市,🌊 震荡市
2016-12-29,🌊 震荡市,🌊 震荡市
2016-12-30,🌊 震荡市,🌊 震荡市
2017-01-03,🌊 震荡市,🌊 震荡市
2017-01-04,🌊 震荡市,🌊 震荡市
2017-01-05,🌊 震荡市,🌊 震荡市
2017-01-06,🌊 震荡市,🌊 震荡市
2017-01-09,🌊 震荡市,🌊 震荡市
2017-01-10,🌊 震荡市,🌊 震荡市
2017-01-11,🌊 震荡市,🌊 震荡市
2017-01-12,🌊 震荡市,🌊 震荡市
2017-01-13,🌊 震荡市,🌊 震荡市
2017-01-16,🌊 震荡市,🌊 震荡市
2017-01-17,🌊 震荡市,🌊 震荡市
2017-01-18,🌊 震荡市,🌊 震荡市
2017-01-19,🌊 震荡市,🌊 震荡市
2017-01-20,🌊 震荡市,🌊 震荡市
2017-01-23,🌊 震荡市,🌊 震荡市
2017-01-24,🌊 震荡市,🌊 震荡市
2017-01-25,🌊 震荡市,🌊 震荡市
2017-01-26,🌊 震荡市,🌊 震荡市
2017-02-03,🌊 震荡市,🌊 震荡市
2017-02-06,🌊 震荡市,🌊 震荡市
2017-02-07,🌊 震荡市,🌊 震荡市
2017-02-08,🌊 震荡市,🌊 震荡市
2017-02-09,🌊 震荡市,🌊 震荡市
2017-02-10,🌊 震荡市,🌊 震荡市
2017-02-13,🌊 震荡市,🌊 震荡市
2017-02-14,🌊 震荡市,🌊 震荡市
2017-02-15,🌊 震荡市,🌊 震荡市
2017-02-16,🌊 震荡市,🌊 震荡市
2017-02-17,🌊 震荡市,🌊 震荡市
2017-02-20,🌊 震荡市,🐂 牛市
2017-02-21,🌊 震荡市,🐂 牛市
2017-02-22,🌊 震荡市,🐂 牛市
2017-02-23,🌊 震荡市,🐂 牛市
2017-02-24,🌊 震荡市,🐂 牛市
2017-02-27,🌊 震荡市,🌊 震荡市
2017-02-28,🌊 震荡市,🐂 牛市
2017-03-01,🌊 震荡市,🐂 牛市
2017-03-02,🌊 震荡市,🌊 震荡市
2017-03-03,🌊 震荡市,🌊 震荡市
2017-03-06,🌊 震荡市,🐂 牛市
2017-03-07,🌊 震荡市,🐂 牛市
2017-03-08,🌊 震荡市,🐂 牛市
2017-03-09,🌊 震荡市,🌊 震荡市
2017-03-10,🌊 震荡市,🌊 震荡市
2017-03-13,🌊 震荡市,🐂 牛市
2017-03-14,🌊 震荡市,🐂 牛市
2017-03-15,🌊 震荡市,🐂 牛市
2017-03-16,🌊 震荡市,🐂 牛市
2017-03-17,🌊 震荡市,🌊 震荡市
2017-03-20,🌊 震荡市,🐂 牛市
2017-03-21,🌊 震荡市,🐂 牛市
2017-03-22,🌊 震荡市,🌊 震荡市
2017-03-23,🌊 震荡市,🌊 震荡市
2017-03-24,🌊 震荡市,🐂 牛市
2017-03-27,🌊 震荡市,🐂 牛市
2017-03-28,🌊 震荡市,🌊 震荡市
2017-03-29,🌊 震荡市,🌊 震荡市
2017-03-30,🌊 震荡市,🌊 震荡市
2017-03-31,🌊 震荡市,🌊 震荡市
2017-04-05,🌊 震荡市,🐂 牛市
2017-04-06,🌊 震荡市,🐂 牛市
2017-04-07,🌊 震荡市,🐂 牛市
2017-04-10,🌊 震荡市,🌊 震荡市
2017-04-11,🌊 震荡市,🐂 牛市
2017-04-12,🌊 震荡市,🌊 震荡市
2017-04-13,🌊 震荡市,🌊 震荡市
2017-04-14,🌊 震荡市,🌊 震荡市
2017-04-17,🌊 震荡市,🌊 震荡市
2017-04-18,🌊 震荡市,🌊 震荡市
2017-04-19,🌊 震荡市,🌊 震荡市
2017-04-20,🌊 震荡市,🌊 震荡市
2017-04-21,🌊 震荡市,🌊 震荡市
2017-04-24,🌊 震荡市,🌊 震荡市
2017-04-25,🌊 震荡市,🌊 震荡市
2017-04-26,🌊 震荡市,🌊 震荡市
2017-04-27,🌊 震荡市,🌊 震荡市
2017-04-28,🌊 震荡市,🌊 震荡市
2017-05-02,🌊 震荡市,🌊 震荡市
2017-05-03,🌊 震荡市,🌊 震荡市
2017-05-04,🌊 震荡市,🌊 震荡市
2017-05-05,🌊 震荡市,🌊 震荡市
2017-05-08,🌊 震荡市,🌊 震荡市
2017-05-09,🌊 震荡市,🌊 震荡市
2017-05-10,🐻 熊市,❓ 转换期
2017-05-11,🌊 震荡市,🌊 震荡市
2017-05-12,🌊 震荡市,🌊 震荡市
2017-05-15,🌊 震荡市,🌊 震荡市
2017-05-16,🌊 震荡市,🌊 震荡市
2017-05-17,🌊 震荡市,🌊 震荡市
2017-05-18,🌊 震荡市,🌊 震荡市
2017-05-19,🌊 震荡市,🌊 震荡市
2017-05-22,🌊 震荡市,🌊 震荡市
2017-05-23,🌊 震荡市,🌊 震荡市
2017-05-24,🌊 震荡市,🌊 震荡市
2017-05-25,🌊 震荡市,🌊 震荡市
2017-05-26,🌊 震荡市,🌊 震荡市
2017-05-31,🌊 震荡市,🌊 震荡市
2017-06-01,🌊 震荡市,🌊 震荡市
2017-06-02,🌊 震荡市,🌊 震荡市
2017-06-05,🌊 震荡市,🌊 震荡市
2017-06-06,🌊 震荡市,🌊 震荡市
2017-06-07,🌊 震荡市,🌊 震荡市
2017-06-08,🌊 震荡市,🌊 震荡市
2017-06-09,🌊 震荡市,🌊 震荡市
2017-06-12,🌊 震荡市,🌊 震荡市
2017-06-13,🌊 震荡市,🌊 震荡市
2017-06-14,🌊 震荡市,🌊 震荡市
2017-06-15,🌊 震荡市,🌊 震荡市
2017-06-16,🌊 震荡市,🌊 震荡市
2017-06-19,🌊 震荡市,🌊 震荡市
2017-06-20,🌊 震荡市,🌊 震荡市
2017-06-21,🌊 震荡市,🌊 震荡市
2017-06-22,🌊 震荡市,🌊 震荡市
2017-06-23,🌊 震荡市,🌊 震荡市
2017-06-26,🌊 震荡市,🌊 震荡市
2017-06-27,🌊 震荡市,🌊 震荡市
2017-06-28,🌊 震荡市,🌊 震荡市
2017-06-29,🌊 震荡市,🌊 震荡市
2017-06-30,🌊 震荡市,🌊 震荡市
2017-07-03,🌊 震荡市,🌊 震荡市
2017-07-04,🌊 震荡市,🌊 震荡市
2017-07-05,🌊 震荡市,🌊 震荡市
2017-07-06,🌊 震荡市,🐂 牛市
2017-07-07,🌊 震荡市,🐂 牛市
2017-07-10,🌊 震荡市,🐂 牛市
2017-07-11,🌊 震荡市,🌊 震荡市
2017-07-12,🌊 震荡市,🌊 震荡市
2017-07-13,🌊 震荡市,🐂 牛市
2017-07-14,🌊 震荡市,🐂 牛市
2017-07-17,🌊 震荡市,🌊 震荡市
2017-07-18,🌊 震荡市,🌊 震荡市
2017-07-19,🌊 震荡市,🐂 牛市
2017-07-20,🌊 震荡市,🐂 牛市
2017-07-21,🌊 震荡市,🐂 牛市
2017-07-24,🌊 震荡市,🐂 牛市
2017-07-25,🌊 震荡市,🐂 牛市
2017-07-26,🌊 震荡市,🐂 牛市
2017-07-27,🌊 震荡市,🐂 牛市
2017-07-28,🌊 震荡市,🐂 牛市
2017-07-31,🌊 震荡市,🐂 牛市
2017-08-01,🌊 震荡市,🐂 牛市
2017-08-02,🌊 震荡市,🐂 牛市
2017-08-03,🌊 震荡市,🐂 牛市
2017-08-04,🌊 震荡市,🐂 牛市
2017-08-07,🌊 震荡市,🐂 牛市
2017-08-08,🌊 震荡市,🐂 牛市
2017-08-09,🌊 震荡市,🐂 牛市
2017-08-10,🌊 震荡市,🐂 牛市
2017-08-11,🌊 震荡市,🌊 震荡市
2017-08-14,🌊 震荡市,🌊 震荡市
2017-08-15,🌊 震荡市,🌊 震荡市
2017-08-16,🌊 震荡市,🌊 震荡市
2017-08-17,🌊 震荡市,🐂 牛市
2017-08-18,🌊 震荡市,🐂 牛市
2017-08-21,🌊 震荡市,🐂 牛市
2017-08-22,🌊 震荡市,🐂 牛市
2017-08-23,🌊 震荡市,🐂 牛市
2017-08-24,🌊 震荡市,🌊 震荡市
2017-08-25,🌊 震荡市,🐂 牛市
2017-08-28,🌊 震荡市,🐂 牛市
2017-08-29,🌊 震荡市,🐂 牛市
2017-08-30,🌊 震荡市,🐂 牛市
2017-08-31,🌊 震荡市,🐂 牛市
2017-09-01,🌊 震荡市,🐂 牛市
2017-09-04,🌊 震荡市,🐂 牛市
2017-09-05,🌊 震荡市,🐂 牛市
2017-09-06,🌊 震荡市,🐂 牛市
2017-09-07,🌊 震荡市,🐂 牛市
2017-09-08,🌊 震荡市,🐂 牛市
2017-09-11,🌊 震荡市,🐂 牛市
2017-09-12,🌊 震荡市,🐂 牛市
2017-09-13,🌊 震荡市,🐂 牛市
2017-09-14,🌊 震荡市,🐂 牛市
2017-09-15,🌊 震荡市,🐂 牛市
2017-09-18,🌊 震荡市,🐂 牛市
2017-09-19,🌊 震荡市,🐂 牛市
2017-09-20,🌊 震荡市,🐂 牛市
2017-09-21,🌊 震荡市,🐂 牛市
2017-09-22,🌊 震荡市,🐂 牛市
2017-09-25,🌊 震荡市,🌊 震荡市
2017-09-26,🌊 震荡市,🌊 震荡市
2017-09-27,🌊 震荡市,🌊 震荡市
2017-09-28,🌊 震荡市,🌊 震荡市
2017-09-29,🌊 震荡市,🌊 震荡市
2017-10-09,🌊 震荡市,🐂 牛市
2017-10-10,🌊 震荡市,🐂 牛市
2017-10-11,🌊 震荡市,🐂 牛市
2017-10-12,🌊 震荡市,🐂 牛市
2017-10-13,🌊 震荡市,🐂 牛市
2017-10-16,🌊 震荡市,🌊 震荡市
2017-10-17,🌊 震荡市,🌊 震荡市
2017-10-18,🌊 震荡市,🌊 震荡市
2017-10-19,🌊 震荡市,🌊 震荡市
2017-10-20,🌊 震荡市,🌊 震荡市
2017-10-23,🌊 震荡市,🌊 震荡市
2017-10-24,🌊 震荡市,🌊 震荡市
2017-10-25,🌊 震荡市,🌊 震荡市
2017-10-26,🌊 震荡市,🐂 牛市
2017-10-27,🌊 震荡市,🐂 牛市
2017-10-30,🌊 震荡市,🌊 震荡市
2017-10-31,🌊 震荡市,🌊 震荡市
2017-11-01,🌊 震荡市,🌊 震荡市
2017-11-02,🌊 震荡市,🌊 震荡市
2017-11-03,🌊 震荡市,🌊 震荡市
2017-11-06,🌊 震荡市,🌊 震荡市
2017-11-07,🌊 震荡市,🌊 震荡市
2017-11-08,🌊 震荡市,🌊 震荡市
2017-11-09,🌊 震荡市,🐂 牛市
2017-11-10,🌊 震荡市,🐂 牛市
2017-11-13,🌊 震荡市,🐂 牛市
2017-11-14,🌊 震荡市,🌊 震荡市
2017-11-15,🌊 震荡市,🌊 震荡市
2017-11-16,🌊 震荡市,🌊 震荡市
2017-11-17,🌊 震荡市,🌊 震荡市
2017-11-20,🌊 震荡市,🌊 震荡市
2017-11-21,🌊 震荡市,🌊 震荡市
2017-11-22,🌊 震荡市,🌊 震荡市
2017-11-23,🌊 震荡市,🌊 震荡市
2017-11-24,🌊 震荡市,🌊 震荡市
2017-11-27,🌊 震荡市,🌊 震荡市
2017-11-28,🌊 震荡市,🌊 震荡市
2017-11-29,🌊 震荡市,🌊 震荡市
2017-11-30,🌊 震荡市,🌊 震荡市
2017-12-01,🌊 震荡市,🌊 震荡市
2017-12-04,🌊 震荡市,🌊 震荡市
2017-12-05,🌊 震荡市,🌊 震荡市
2017-12-06,🌊 震荡市,🌊 震荡市
2017-12-07,🌊 震荡市,🌊 震荡市
2017-12-08,🌊 震荡市,🌊 震荡市
2017-12-11,🌊 震荡市,🌊 震荡市
2017-12-12,🌊 震荡市,🌊 震荡市
2017-12-13,🌊 震荡市,🌊 震荡市
2017-12-14,🌊 震荡市,🌊 震荡市
2017-12-15,🌊 震荡市,🌊 震荡市
2017-12-18,🌊 震荡市,🌊 震荡市
2017-12-19,🌊 震荡市,🌊 震荡市
2017-12-20,🌊 震荡市,🌊 震荡市
2017-12-21,🌊 震荡市,🌊 震荡市
2017-12-22,🌊 震荡市,🌊 震荡市
2017-12-25,🌊 震荡市,🌊 震荡市
2017-12-26,🌊 震荡市,🌊 震荡市
2017-12-27,🌊 震荡市,🌊 震荡市
2017-12-28,🌊 震荡市,🌊 震荡市
2017-12-29,🌊 震荡市,🌊 震荡市
2018-01-02,🌊 震荡市,🌊 震荡市
2018-01-03,🌊 震荡市,🌊 震荡市
2018-01-04,🌊 震荡市,🌊 震荡市
2018-01-05,🌊 震荡市,🌊 震荡市
2018-01-08,🌊 震荡市,🌊 震荡市
2018-01-09,🌊 震荡市,🌊 震荡市
2018-01-10,🌊 震荡市,🌊 震荡市
2018-01-11,🌊 震荡市,🐂 牛市
2018-01-12,🌊 震荡市,🐂 牛市
2018-01-15,🌊 震荡市,🌊 震荡市
2018-01-16,🌊 震荡市,🐂 牛市
2018-01-17,🌊 震荡市,🐂 牛市
2018-01-18,🌊 震荡市,🐂 牛市
2018-01-19,🌊 震荡市,🐂 牛市
2018-01-22,🌊 震荡市,🐂 牛市
2018-01-23,🐂 牛市,🐂 牛市
2018-01-24,🐂 牛市,🐂 牛市
2018-01-25,🐂 牛市,🐂 牛市
2018-01-26,🐂 牛市,🐂 牛市
2018-01-29,🌊 震荡市,🐂 牛市
2018-01-30,🌊 震荡市,🐂 牛市
2018-01-31,🌊 震荡市,🐂 牛市
2018-02-01,🌊 震荡市,🌊 震荡市
2018-02-02,🌊 震荡市,🐂 牛市
2018-02-05,🌊 震荡市,🐂 牛市
2018-02-06,🌊 震荡市,🌊 震荡市
2018-02-07,🌊 震荡市,🌊 震荡市
2018-02-08,🌊 震荡市,🌊 震荡市
2018-02-09,❓ 转换期,❓ 转换期
2018-02-12,❓ 转换期,❓ 转换期
2018-02-13,❓ 转换期,❓ 转换期
2018-02-14,🌊 震荡市,🌊 震荡市
2018-02-22,🌊 震荡市,🌊 震荡市
2018-02-23,🌊 震荡市,🌊 震荡市
2018-02-26,🌊 震荡市,🌊 震荡市
2018-02-27,🌊 震荡市,🌊 震荡市
2018-02-28,🌊 震荡市,🌊 震荡市
2018-03-01,🌊 震荡市,🌊 震荡市
2018-03-02,🌊 震荡市,🌊 震荡市
2018-03-05,🌊 震荡市,🌊 震荡市
2018-03-06,🌊 震荡市,🌊 震荡市
2018-03-07,🌊 震荡市,🌊 震荡市
2018-03-08,🌊 震荡市,🌊 震荡市
2018-03-09,🌊 震荡市,🌊 震荡市
2018-03-12,🌊 震荡市,🌊 震荡市
2018-03-13,🌊 震荡市,🌊 震荡市
2018-03-14,🌊 震荡市,🌊 震荡市
2018-03-15,🌊 震荡市,🌊 震荡市
2018-03-16,🌊 震荡市,🌊 震荡市
2018-03-19,🌊 震荡市,🌊 震荡市
2018-03-20,🌊 震荡市,🌊 震荡市
2018-03-21,🌊 震荡市,🌊 震荡市
2018-03-22,🌊 震荡市,🌊 震荡市
2018-03-23,🐻 熊市,❓ 转换期
2018-03-26,🐻 熊市,❓ 转换期
2018-03-27,🐻 熊市,❓ 转换期
2018-03-28,🐻 熊市,❓ 转换期
2018-03-29,🐻 熊市,❓ 转换期
2018-03-30,🐻 熊市,❓ 转换期
2018-04-02,🐻 熊市,❓ 转换期
2018-04-03,🐻 熊市,❓ 转换期
2018-04-04,🐻 熊市,❓ 转换期
2018-04-09,🐻 熊市,❓ 转换期
2018-04-10,🌊 震荡市,🌊 震荡市
2018-04-11,🌊 震荡市,🌊 震荡市
2018-04-12,🌊 震荡市,🌊 震荡市
2018-04-13,🌊 震荡市,🌊 震荡市
2018-04-16,🐻 熊市,❓ 转换期
2018-04-17,🐻 熊市,❓ 转换期
2018-04-18,🐻 熊市,❓ 转换期
2018-04-19,🐻 熊市,❓ 转换期
2018-04-20,🐻 熊市,❓ 转换期
2018-04-23,🐻 熊市,❓ 转换期
2018-04-24,🌊 震荡市,🌊 震荡市
2018-04-25,🌊 震荡市,🌊 震荡市
2018-04-26,🐻 熊市,❓ 转换期
2018-04-27,🐻 熊市,❓ 转换期
2018-05-02,🌊 震荡市,🌊 震荡市
2018-05-03,🌊 震荡市,🌊 震荡市
2018-05-04,🌊 震荡市,🌊 震荡市
2018-05-07,🌊 震荡市,🌊 震荡市
2018-05-08,🌊 震荡市,🌊 震荡市
2018-05-09,🌊 震荡市,🌊 震荡市
2018-05-10,🌊 震荡市,🌊 震荡市
2018-05-11,🌊 震荡市,🌊 震荡市
2018-05-14,🌊 震荡市,🌊 震荡市
2018-05-15,🌊 震荡市,🌊 震荡市
2018-05-16,🌊 震荡市,🌊 震荡市
2018-05-17,🌊 震荡市,🌊 震荡市
2018-05-18,🌊 震荡市,🌊 震荡市
2018-05-21,🌊 震荡市,🌊 震荡市
2018-05-22,🌊 震荡市,🌊 震荡市
2018-05-23,🌊 震荡市,🌊 震荡市
2018-05-24,🌊 震荡市,🌊 震荡市
2018-05-25,🌊 震荡市,🌊 震荡市
2018-05-28,🌊 震荡市,🌊 震荡市
2018-05-29,🌊 震荡市,🌊 震荡市
2018-05-30,🌊 震荡市,🌊 震荡市
2018-05-31,🌊 震荡市,🌊 震荡市
2018-06-01,🌊 震荡市,🌊 震荡市
2018-06-04,🌊 震荡市,🌊 震荡市
2018-06-05,🌊 震荡市,🌊 震荡市
2018-06-06,🌊 震荡市,🌊 震荡市
2018-06-07,🌊 震荡市,🌊 震荡市
2018-06-08,🌊 震荡市,🌊 震荡市
2018-06-11,🌊 震荡市,🌊 震荡市
2018-06-12,🌊 震荡市,🌊 震荡市
2018-06-13,🌊 震荡市,🌊 震荡市
2018-06-14,🌊 震荡市,🌊 震荡市
2018-06-15,🌊 震荡市,🌊 震荡市
2018-06-19,🐻 熊市,❓ 转换期
2018-06-20,🐻 熊市,❓ 转换期
2018-06-21,🐻 熊市,❓ 转换期
2018-06-22,🐻 熊市,❓ 转换期
2018-06-25,🐻 熊市,❓ 转换期
2018-06-26,🐻 熊市,❓ 转换期
2018-06-27,🐻 熊市,❓ 转换期
2018-06-28,🐻 熊市,❓ 转换期
2018-06-29,🐻 熊市,❓ 转换期
2018-07-02,🐻 熊市,❓ 转换期
2018-07-03,🐻 熊市,❓ 转换期
2018-07-04,🐻 熊市,❓ 转换期
2018-07-05,🐻 熊市,❓ 转换期
2018-07-06,🐻 熊市,❓ 转换期
2018-07-09,🐻 熊市,❓ 转换期
2018-07-10,🐻 熊市,❓ 转换期
2018-07-11,🐻 熊市,❓ 转换期
2018-07-12,🐻 熊市,❓ 转换期
2018-07-13,🐻 熊市,❓ 转换期
2018-07-16,🐻 熊市,❓ 转换期
2018-07-17,🐻 熊市,❓ 转换期
2018-07-18,🐻 熊市,❓ 转换期
2018-07-19,🐻 熊市,❓ 转换期
2018-07-20,🐻 熊市,❓ 转换期
2018-07-23,🌊 震荡市,🌊 震荡市
2018-07-24,🌊 震荡市,🌊 震荡市
2018-07-25,🌊 震荡市,🌊 震荡市
2018-07-26,🌊 震荡市,🌊 震荡市
2018-07-27,🌊 震荡市,🌊 震荡市
2018-07-30,🌊 震荡市,🌊 震荡市
2018-07-31,🌊 震荡市,🌊 震荡市
2018-08-01,🌊 震荡市,🌊 震荡市
2018-08-02,🐻 熊市,❓ 转换期
2018-08-03,🐻 熊市,❓ 转换期
2018-08-06,🐻 熊市,❓ 转换期
2018-08-07,🐻 熊市,❓ 转换期
2018-08-08,🐻 熊市,❓ 转换期
2018-08-09,🌊 震荡市,🌊 震荡市
2018-08-10,🌊 震荡市,🌊 震荡市
2018-08-13,🌊 震荡市,🌊 震荡市
2018-08-14,🌊 震荡市,🌊 震荡市
2018-08-15,🐻 熊市,❓ 转换期
2018-08-16,🐻 熊市,❓ 转换期
2018-08-17,🐻 熊市,❓ 转换期
2018-08-20,🐻 熊市,❓ 转换期
2018-08-21,🌊 震荡市,🌊 震荡市
2018-08-22,🐻 熊市,❓ 转换期
2018-08-23,🌊 震荡市,🌊 震荡市
2018-08-24,🌊 震荡市,🌊 震荡市
2018-08-27,🌊 震荡市,🌊 震荡市
2018-08-28,🌊 震荡市,🌊 震荡市
2018-08-29,🌊 震荡市,🌊 震荡市
2018-08-30,🌊 震荡市,🌊 震荡市
2018-08-31,🌊 震荡市,🌊 震荡市
2018-09-03,🌊 震荡市,🌊 震荡市
2018-09-04,🌊 震荡市,🌊 震荡市
2018-09-05,🌊 震荡市,🌊 震荡市
2018-09-06,🌊 震荡市,🌊 震荡市
2018-09-07,🌊 震荡市,🌊 震荡市
2018-09-10,🌊 震荡市,🌊 震荡市
2018-09-11,🌊 震荡市,🌊 震荡市
2018-09-12,🌊 震荡市,🌊 震荡市
2018-09-13,🌊 震荡市,🌊 震荡市
2018-09-14,🌊 震荡市,🌊 震荡市
2018-09-17,🌊 震荡市,🌊 震荡市
2018-09-18,🌊 震荡市,🌊 震荡市
2018-09-19,🌊 震荡市,🌊 震荡市
2018-09-20,🌊 震荡市,🌊 震荡市
2018-09-21,🌊 震荡市,🌊 震荡市
